1	1	1	3.37E+03
2	1	1	3.05E+03
3	1	1	2.24E+03
4	1	1	1.32E+03
5	1	1	620.3194527
6	1	1	256.2234108
7	1	1	115.3857618
8	1	1	60.88183369
9	1	1	35.38289189
10	1	1	22.57440978
11	1	1	15.41636056
12	1	1	11.19001347
13	1	1	8.421877972
14	1	1	6.53149603
15	1	1	5.166133884
16	1	1	4.190084123
17	1	1	3.47793363
18	1	1	2.992607731
19	1	1	2.642188003
20	1	1	2.487149733
21	1	1	2.421812232
22	1	1	2.487149733
23	1	1	2.642188003
24	1	1	2.992607731
25	1	1	3.47793363
26	1	1	4.190084123
27	1	1	5.166133884
28	1	1	6.53149603
29	1	1	8.421877972
30	1	1	11.19001347
31	1	1	15.41636056
32	1	1	22.57440978
33	1	1	35.38289189
34	1	1	60.88183369
35	1	1	115.3857618
36	1	1	256.2234108
37	1	1	620.3194527
38	1	1	1.32E+03
39	1	1	2.24E+03
40	1	1	3.05E+03
1	2	1	3.37E+03
2	2	1	3.05E+03
3	2	1	2.24E+03
4	2	1	1.32E+03
5	2	1	620.3194527
6	2	1	256.2234108
7	2	1	115.3857618
8	2	1	60.88183369
9	2	1	35.38289189
10	2	1	22.57440978
11	2	1	15.41636056
12	2	1	11.19001347
13	2	1	8.421877972
14	2	1	6.53149603
15	2	1	5.166133884
16	2	1	4.190084123
17	2	1	3.47793363
18	2	1	2.992607731
19	2	1	2.642188003
20	2	1	2.487149733
21	2	1	2.421812232
22	2	1	2.487149733
23	2	1	2.642188003
24	2	1	2.992607731
25	2	1	3.47793363
26	2	1	4.190084123
27	2	1	5.166133884
28	2	1	6.53149603
29	2	1	8.421877972
30	2	1	11.19001347
31	2	1	15.41636056
32	2	1	22.57440978
33	2	1	35.38289189
34	2	1	60.88183369
35	2	1	115.3857618
36	2	1	256.2234108
37	2	1	620.3194527
38	2	1	1.32E+03
39	2	1	2.24E+03
40	2	1	3.05E+03
1	3	1	3.37E+03
2	3	1	3.05E+03
3	3	1	2.24E+03
4	3	1	1.32E+03
5	3	1	620.3194527
6	3	1	256.2234108
7	3	1	115.3857618
8	3	1	60.88183369
9	3	1	35.38289189
10	3	1	22.57440978
11	3	1	15.41636056
12	3	1	11.19001347
13	3	1	8.421877972
14	3	1	6.53149603
15	3	1	5.166133884
16	3	1	4.190084123
17	3	1	3.47793363
18	3	1	2.992607731
19	3	1	2.642188003
20	3	1	2.487149733
21	3	1	2.421812232
22	3	1	2.487149733
23	3	1	2.642188003
24	3	1	2.992607731
25	3	1	3.47793363
26	3	1	4.190084123
27	3	1	5.166133884
28	3	1	6.53149603
29	3	1	8.421877972
30	3	1	11.19001347
31	3	1	15.41636056
32	3	1	22.57440978
33	3	1	35.38289189
34	3	1	60.88183369
35	3	1	115.3857618
36	3	1	256.2234108
37	3	1	620.3194527
38	3	1	1.32E+03
39	3	1	2.24E+03
40	3	1	3.05E+03
1	4	1	3.37E+03
2	4	1	3.05E+03
3	4	1	2.24E+03
4	4	1	1.32E+03
5	4	1	620.3194527
6	4	1	256.2234108
7	4	1	115.3857618
8	4	1	60.88183369
9	4	1	35.38289189
