1	1	3.37E+03
2	1	3.05E+03
3	1	2.24E+03
4	1	1.32E+03
5	1	620.3194527
6	1	256.2234108
7	1	115.3857618
8	1	60.88183369
9	1	35.38289189
10	1	22.57440978
11	1	15.41636056
12	1	11.19001347
13	1	8.421877972
14	1	6.53149603
15	1	5.166133884
16	1	4.190084123
17	1	3.47793363
18	1	2.992607731
19	1	2.642188003
20	1	2.487149733
21	1	2.421812232
22	1	2.487149733
23	1	2.642188003
24	1	2.992607731
25	1	3.47793363
26	1	4.190084123
27	1	5.166133884
28	1	6.53149603
29	1	8.421877972
30	1	11.19001347
31	1	15.41636056
32	1	22.57440978
33	1	35.38289189
34	1	60.88183369
35	1	115.3857618
36	1	256.2234108
37	1	620.3194527
38	1	1.32E+03
39	1	2.24E+03
40	1	3.05E+03
1	2	3.05E+03
2	2	2.76E+03
3	2	2.02E+03
4	2	1.19E+03
5	2	558.4767827
6	2	235.1878767
7	2	109.0551417
8	2	58.6200378
9	2	34.57697179
10	2	22.34472853
11	2	15.43383498
12	2	11.30557761
13	2	8.56931189
14	2	6.687670432
15	2	5.308127936
16	2	4.315226199
17	2	3.570354845
18	2	3.066328068
19	2	2.724498543
20	2	2.553422775
21	2	2.487149733
22	2	2.553422775
23	2	2.724498543
24	2	3.066328068
25	2	3.570354845
26	2	4.315226199
27	2	5.308127936
28	2	6.687670432
29	2	8.56931189
30	2	11.30557761
31	2	15.43383498
32	2	22.34472853
33	2	34.57697179
34	2	58.6200378
35	2	109.0551417
36	2	235.1878767
37	2	558.4767827
38	2	1.19E+03
39	2	2.02E+03
40	2	2.76E+03
1	3	2.24E+03
2	3	2.02E+03
3	3	1.47E+03
4	3	857.0973494
5	3	411.0662875
6	3	185.0338386
7	3	93.14082373
8	3	52.65169592
9	3	32.42564207
10	3	21.71188824
11	3	15.46754873
12	3	11.62451807
13	3	8.994383326
14	3	7.128056761
15	3	5.716197528
16	3	4.672601459
17	3	3.867233265
18	3	3.324881479
19	3	2.916598093
20	3	2.724498543
21	3	2.642188003
22	3	2.724498543
23	3	2.916598093
24	3	3.324881479
25	3	3.867233265
26	3	4.672601459
27	3	5.716197528
28	3	7.128056761
29	3	8.994383326
30	3	11.62451807
31	3	15.46754873
32	3	21.71188824
33	3	32.42564207
34	3	52.65169592
35	3	93.14082373
36	3	185.0338386
37	3	411.0662875
38	3	857.0973494
39	3	1.47E+03
40	3	2.02E+03
1	4	1.32E+03
2	4	1.19E+03
3	4	857.0973494
4	4	504.2494125
5	4	257.1114195
6	4	131.2827174
7	4	73.9171891
8	4	44.89612065
9	4	29.54784853
10	4	20.83587867
11	4	15.56541807
12	4	12.09538648
13	4	9.641528451
14	4	7.789087941
15	4	6.364823644
16	4	5.241197792
17	4	4.372687294
18	4	3.729942822
19	4	3.324881479
20	4	3.066328068
21	4	2.992607731
22	4	3.066328068
23	4	3.324881479
24	4	3.729942822
25	4	4.372687294
26	4	5.241197792
27	4	6.364823644
28	4	7.789087941
29	4	9.641528451
30	4	12.09538648
31	4	15.56541807
32	4	20.83587867
33	4	29.54784853
34	4	44.89612065
35	4	73.9171891
36	4	131.2827174
37	4	257.1114195
38	4	504.2494125
39	4	857.0973494
40	4	1.19E+03
1	5	620.3194527
2	5	558.4767827
3	5	411.0662875
4	5	257.1114195
5	5	149.689948
6	5	89.54099357
7	5	56.22548311
8	5	37.37018921
9	5	26.59024853
10	5	19.99974006
11	5	15.74642311
12	5	12.74412063
13	5	10.47776017
14	5	8.664792014
15	5	7.21591638
16	5	6.023511993
17	5	5.096598652
18	5	4.372687294
19	5	3.867233265
20	5	3.570354845
21	5	3.47793363
22	5	3.570354845
23	5	3.867233265
24	5	4.372687294
25	5	5.096598652
26	5	6.023511993
27	5	7.21591638
28	5	8.664792014
29	5	10.47776017
30	5	12.74412063
31	5	15.74642311
32	5	19.99974006
33	5	26.59024853
34	5	37.37018921
35	5	56.22548311
36	5	89.54099357
37	5	149.689948
38	5	257.1114195
39	5	411.0662875
40	5	558.4767827
1	6	256.2234108
2	6	235.1878767
3	6	185.0338386
4	6	131.2827174
5	6	89.54099357
6	6	60.93308903
7	6	42.49717929
8	6	31.18037225
9	6	24.06855947
10	6	19.41205529
11	6	16.12939375
12	6	13.59933196
13	6	11.5123906
14	6	9.766994351
15	6	8.275302725
16	6	7.041657938
17	6	6.023511993
18	6	5.241197792
19	6	4.672601459
20	6	4.315226199
21	6	4.190084123
22	6	4.315226199
23	6	4.672601459
24	6	5.241197792
25	6	6.023511993
26	6	7.041657938
27	6	8.275302725
28	6	9.766994351
29	6	11.5123906
30	6	13.59933196
31	6	16.12939375
32	6	19.41205529
33	6	24.06855947
34	6	31.18037225
35	6	42.49717929
36	6	60.93308903
37	6	89.54099357
38	6	131.2827174
39	6	185.0338386
40	6	235.1878767
1	7	115.3857618
2	7	109.0551417
3	7	93.14082373
4	7	73.9171891
5	7	56.22548311
6	7	42.49717929
7	7	32.96129976
8	7	26.56084139
9	7	22.24260278
10	7	19.16982513
11	7	16.75441485
12	7	14.67220417
13	7	12.79409031
14	7	11.08096275
15	7	9.574821509
16	7	8.275302725
17	7	7.21591638
18	7	6.364823644
19	7	5.716197528
20	7	5.308127936
21	7	5.166133884
22	7	5.308127936
23	7	5.716197528
24	7	6.364823644
25	7	7.21591638
26	7	8.275302725
27	7	9.574821509
28	7	11.08096275
29	7	12.79409031
30	7	14.67220417
31	7	16.75441485
32	7	19.16982513
33	7	22.24260278
34	7	26.56084139
35	7	32.96129976
36	7	42.49717929
37	7	56.22548311
38	7	73.9171891
39	7	93.14082373
40	7	109.0551417
1	8	60.88183369
2	8	58.6200378
3	8	52.65169592
4	8	44.89612065
5	8	37.37018921
6	8	31.18037225
7	8	26.56084139
8	8	23.31826627
9	8	20.9996005
10	8	19.16152225
11	8	17.5017979
12	8	15.86139078
13	8	14.22106989
14	8	12.60420849
15	8	11.08096275
16	8	9.766994351
17	8	8.664792014
18	8	7.789087941
19	8	7.128056761
20	8	6.687670432
21	8	6.53149603
22	8	6.687670432
23	8	7.128056761
24	8	7.789087941
25	8	8.664792014
26	8	9.766994351
27	8	11.08096275
28	8	12.60420849
29	8	14.22106989
30	8	15.86139078
31	8	17.5017979
32	8	19.16152225
33	8	20.9996005
34	8	23.31826627
35	8	26.56084139
36	8	31.18037225
37	8	37.37018921
38	8	44.89612065
39	8	52.65169592
40	8	58.6200378
1	9	35.38289189
2	9	34.57697179
3	9	32.42564207
4	9	29.54784853
5	9	26.59024853
6	9	24.06855947
7	9	22.24260278
8	9	20.9996005
9	9	20.07616086
10	9	19.24015897
11	9	18.2673965
12	9	17.06654143
13	9	15.67331204
14	9	14.22106989
15	9	12.79409031
16	9	11.5123906
17	9	10.47776017
18	9	9.641528451
19	9	8.994383326
20	9	8.56931189
21	9	8.421877972
22	9	8.56931189
23	9	8.994383326
24	9	9.641528451
25	9	10.47776017
26	9	11.5123906
27	9	12.79409031
28	9	14.22106989
29	9	15.67331204
30	9	17.06654143
31	9	18.2673965
32	9	19.24015897
33	9	20.07616086
34	9	20.9996005
35	9	22.24260278
36	9	24.06855947
37	9	26.59024853
38	9	29.54784853
39	9	32.42564207
40	9	34.57697179
1	10	22.57440978
2	10	22.34472853
3	10	21.71188824
4	10	20.83587867
5	10	19.99974006
6	10	19.41205529
7	10	19.16982513
8	10	19.16152225
9	10	19.24015897
10	10	19.20242236
11	10	18.82869104
12	10	18.12160543
13	10	17.06654143
14	10	15.86139078
15	10	14.67220417
16	10	13.59933196
17	10	12.74412063
18	10	12.09538648
19	10	11.62451807
20	10	11.30557761
21	10	11.19001347
22	10	11.30557761
23	10	11.62451807
24	10	12.09538648
25	10	12.74412063
26	10	13.59933196
27	10	14.67220417
28	10	15.86139078
29	10	17.06654143
30	10	18.12160543
31	10	18.82869104
32	10	19.20242236
33	10	19.24015897
34	10	19.16152225
35	10	19.16982513
36	10	19.41205529
37	10	19.99974006
38	10	20.83587867
39	10	21.71188824
40	10	22.34472853
1	11	15.41636056
2	11	15.43383498
3	11	15.46754873
4	11	15.56541807
5	11	15.74642311
6	11	16.12939375
7	11	16.75441485
8	11	17.5017979
9	11	18.2673965
10	11	18.82869104
11	11	19.03034455
12	11	18.82869104
13	11	18.2673965
14	11	17.5017979
15	11	16.75441485
16	11	16.12939375
17	11	15.74642311
18	11	15.56541807
19	11	15.46754873
20	11	15.43383498
21	11	15.41636056
22	11	15.43383498
23	11	15.46754873
24	11	15.56541807
25	11	15.74642311
26	11	16.12939375
27	11	16.75441485
28	11	17.5017979
29	11	18.2673965
30	11	18.82869104
31	11	19.03034455
32	11	18.82869104
33	11	18.2673965
34	11	17.5017979
35	11	16.75441485
36	11	16.12939375
37	11	15.74642311
38	11	15.56541807
39	11	15.46754873
40	11	15.43383498
1	12	11.19001347
2	12	11.30557761
3	12	11.62451807
4	12	12.09538648
5	12	12.74412063
6	12	13.59933196
7	12	14.67220417
8	12	15.86139078
9	12	17.06654143
10	12	18.12160543
11	12	18.82869104
12	12	19.20242236
13	12	19.24015897
14	12	19.16152225
15	12	19.16982513
16	12	19.41205529
17	12	19.99974006
18	12	20.83587867
19	12	21.71188824
20	12	22.34472853
21	12	22.57440978
22	12	22.34472853
23	12	21.71188824
24	12	20.83587867
25	12	19.99974006
